item_id,item_name,combined_columns
284000,Putt-Putt and Pep's Balloon-o-Rama,Putt-Putt and Pep's Balloon-o-Rama Adventure Humongous EntertainmentPutt-Putt and Pep's Balloon-o-Rama chidvd Adventure 1996 Humongous Entertainment
284020,Freddi Fish and Luther's Maze Madness,Freddi Fish and Luther's Maze Madness Adventure Humongous EntertainmentFreddi Fish and Luther's Maze Madness chidvd Adventure 1996 Humongous Entertainment
284050,Sanitarium,"Sanitarium Adventure DotEmu,DreamForge IntertainmentSanitarium digfernandes Adventure 1998 DotEmu,DreamForge Intertainment"
284100,Unclaimed World,Unclaimed World Indie Refactored Games OÜUnclaimed World 76561197999426881 Indie 2016 Refactored Games OÜ
284140,Majestic Nights,Majestic Nights Action Epiphany GamesMajestic Nights AMV72 Action 2014 Epiphany Games
284160,BeamNG.drive,BeamNG.drive Racing BeamNGBeamNG.drive xfluttersx Racing 2015 BeamNG
284180,Magicians & Looters,Magicians & Looters Action Morgopolis StudiosMagicians & Looters chidvd Action 2014 Morgopolis Studios
284200,Robot Rescue Revolution,Robot Rescue Revolution Casual TeyonRobot Rescue Revolution chidvd Casual 2014 Teyon
284220,Diadra Empty,Diadra Empty Action Frozen OrbDiadra Empty chidvd Action 2015 Frozen Orb
284260,PANORAMICAL,"PANORAMICAL Indie Fernando Ramallo,David KanagaPANORAMICAL Aussiefella_69 Indie 2015 Fernando Ramallo,David Kanaga"
284390,The Last Door - Collector's Edition,The Last Door - Collector's Edition Adventure The Game KitchenThe Last Door - Collector's Edition chidvd Adventure 2014 The Game Kitchen
284410,Cornerstone: The Song Of Tyrim,Cornerstone: The Song Of Tyrim Action OverflowCornerstone: The Song Of Tyrim phrostb Action 2016 Overflow
284460,DeadCore,DeadCore Action 5 Bits GamesDeadCore maplemage Action 2014 5 Bits Games
284580,ZAMB! Biomutant Extermination,ZAMB! Biomutant Extermination Action Nano GamesZAMB! Biomutant Extermination chidvd Action 2014 Nano Games
284710,Abyss: The Wraiths of Eden,Abyss: The Wraiths of Eden Adventure Artifex MundiAbyss: The Wraiths of Eden chidvd Adventure 2012 Artifex Mundi
284730,Dark Arcana: The Carnival,Dark Arcana: The Carnival Adventure Artifex MundiDark Arcana: The Carnival chidvd Adventure 2012 Artifex Mundi
284750,Enigmatis: The Ghosts of Maple Creek,Enigmatis: The Ghosts of Maple Creek Adventure Artifex MundiEnigmatis: The Ghosts of Maple Creek chidvd Adventure 2011 Artifex Mundi
284770,Enigmatis 2: The Mists of Ravenwood,Enigmatis 2: The Mists of Ravenwood Adventure Artifex MundiEnigmatis 2: The Mists of Ravenwood chidvd Adventure 2013 Artifex Mundi
284790,Nightmares from the Deep 2: The Siren`s Call,Nightmares from the Deep 2: The Siren`s Call Adventure Artifex MundiNightmares from the Deep 2: The Siren`s Call 76561198003056556 Adventure 2013 Artifex Mundi
284810,Nightmares from the Deep 3: Davy Jones,Nightmares from the Deep 3: Davy Jones Adventure Artifex MundiNightmares from the Deep 3: Davy Jones 76561198003056556 Adventure 2014 Artifex Mundi
284830,Clockwork Tales: Of Glass and Ink,Clockwork Tales: Of Glass and Ink Adventure Artifex MundiClockwork Tales: Of Glass and Ink chidvd Adventure 2013 Artifex Mundi
284850,Grim Legends: The Forsaken Bride,Grim Legends: The Forsaken Bride Casual Artifex MundiGrim Legends: The Forsaken Bride chidvd Casual 2014 Artifex Mundi
284870,9 Clues: The Secret of Serpent Creek,9 Clues: The Secret of Serpent Creek Adventure Tap It Games9 Clues: The Secret of Serpent Creek chidvd Adventure 2013 Tap It Games
284890,Left in the Dark: No One on Board,Left in the Dark: No One on Board Adventure Moonrise InteractiveLeft in the Dark: No One on Board chidvd Adventure 2013 Moonrise Interactive
284910,Purgatory: War of the Damned,Purgatory: War of the Damned Action Ironsun StudiosPurgatory: War of the Damned chidvd Action 2015 Ironsun Studios
284930,Speed Kills,"Speed Kills Action Holy Warp,Black Wing FoundationSpeed Kills jonasdbomb Action 2014 Holy Warp,Black Wing Foundation"
284950,Pixel Puzzles: Japan,Pixel Puzzles: Japan Casual DL SoftworksPixel Puzzles: Japan chidvd Casual 2014 DL Softworks
284970,Project Root,Project Root Action OPQAMProject Root chidvd Action 2014 OPQAM
284990,Solarix,Solarix Action Pulsetense GamesSolarix chidvd Action 2015 Pulsetense Games
2850,X-Tension,X-Tension Simulation EgosoftX-Tension AMV72 Simulation 2000 Egosoft
285050,Showtime!,Showtime! Casual Myrtilus EntertainmentShowtime! chidvd Casual 2013 Myrtilus Entertainment
285070,Between Me and The Night,Between Me and The Night Action RainDance LXBetween Me and The Night chidvd Action 2016 RainDance LX
285090,Robowars,Robowars Action N-Game StudiosRobowars chidvd Action 2014 N-Game Studios
285110,GearCity,GearCity Indie Visual Entertainment And TechnologiesGearCity wagzy Indie 2014 Visual Entertainment And Technologies
285130,Battleplan: American Civil War,Battleplan: American Civil War Casual The Mustard CorporationBattleplan: American Civil War chidvd Casual 2014 The Mustard Corporation
285160,LEGO® The Hobbit™,"LEGO® The Hobbit™ Action Traveller's Tales,Feral Interactive (Mac)LEGO® The Hobbit™ 750805 Action 2014 Traveller's Tales,Feral Interactive (Mac)"
285310,RollerCoaster Tycoon: Deluxe,RollerCoaster Tycoon: Deluxe Simulation Chris Sawyer ProductionsRollerCoaster Tycoon: Deluxe xfluttersx Simulation 1999 Chris Sawyer Productions
285330,RollerCoaster Tycoon 2: Triple Thrill Pack,RollerCoaster Tycoon 2: Triple Thrill Pack Simulation Chris Sawyer ProductionsRollerCoaster Tycoon 2: Triple Thrill Pack UTNerd24 Simulation 2002 Chris Sawyer Productions
285350,Kingdom Elemental,"Kingdom Elemental Indie Scott Thunelius,Chronic Logic,Tony PorterKingdom Elemental chidvd Indie 2008 Scott Thunelius,Chronic Logic,Tony Porter"
285420,Deadly Sin 2,Deadly Sin 2 Casual Dancing Dragon GamesDeadly Sin 2 Infixation Casual 2010 Dancing Dragon Games
285440,Crimzon Clover  WORLD IGNITION,"Crimzon Clover  WORLD IGNITION Action YOTSUBANE,Adventure Planning ServiceCrimzon Clover  WORLD IGNITION chidvd Action 2014 YOTSUBANE,Adventure Planning Service"
285480,The Entente Gold,The Entente Gold Strategy Lesta StudioThe Entente Gold chidvd Strategy 2003 Lesta Studio
285500,Hard Truck Apocalypse / Ex Machina,Hard Truck Apocalypse / Ex Machina Action Targem GamesHard Truck Apocalypse / Ex Machina chidvd Action 2005 Targem Games
285520,Sledgehammer / Gear Grinder,Sledgehammer / Gear Grinder Action Targem GamesSledgehammer / Gear Grinder chidvd Action 2008 Targem Games
285580,ACE - Arena: Cyber Evolution,ACE - Arena: Cyber Evolution Action Spearhead GamesACE - Arena: Cyber Evolution sad-commie Action 2014 Spearhead Games
285670,Galactic Command Echo Squad SE,Galactic Command Echo Squad SE Action 3000ADGalactic Command Echo Squad SE chidvd Action 2014 3000AD
285740,Kitty Powers' Matchmaker,Kitty Powers' Matchmaker Casual Magic NotionKitty Powers' Matchmaker 76561198065247694 Casual 2015 Magic Notion
285800,Braveland,Braveland Casual Tortuga TeamBraveland 750805 Casual 2014 Tortuga Team
285820,Action Henk,Action Henk Action RageSquidAction Henk chidvd Action 2015 RageSquid
285840,Enemy Mind,Enemy Mind Action Schell GamesEnemy Mind DJKamBer Action 2014 Schell Games
285900,Gang Beasts,Gang Beasts Action BoneloafGang Beasts maplemage Action 2017 Boneloaf
285920,TerraTech,TerraTech Action Payload StudiosTerraTech sad-commie Action 2015 Payload Studios
285960,Q*bert: Rebooted,"Q*bert: Rebooted Action Sideline Amusements,Gonzo GamesQ*bert: Rebooted swscorpian Action 2014 Sideline Amusements,Gonzo Games"
285980,Kromaia,Kromaia Action Kraken EmpireKromaia maplemage Action 2014 Kraken Empire
286040,Dead Effect,"Dead Effect Action BadFly Interactive, a.s.Dead Effect 750805 Action 2014 BadFly Interactive, a.s."
286080,Thinking with Time Machine,Thinking with Time Machine Action StridemannThinking with Time Machine maplemage Action 2014 Stridemann
286100,You Have to Win the Game,You Have to Win the Game Action Minor Key GamesYou Have to Win the Game diego9031 Action 2012 Minor Key Games
286120,QuestRun,QuestRun RPG Cuve GamesQuestRun 750805 RPG 2014 Cuve Games
286140,Eidolon,Eidolon Adventure Ice Water GamesEidolon chidvd Adventure 2014 Ice Water Games
286200,ReignMaker,ReignMaker Adventure FrogdiceReignMaker chidvd Adventure 2014 Frogdice
286220,Pier Solar and the Great Architects,Pier Solar and the Great Architects RPG WaterMelonPier Solar and the Great Architects chidvd RPG 2014 WaterMelon
286260,fault - milestone one,fault - milestone one Adventure ALICE IN DISSONANCEfault - milestone one Mastic Adventure 2013 ALICE IN DISSONANCE
286280,Steel Armor: Blaze of War,Steel Armor: Blaze of War Simulation GraviteamSteel Armor: Blaze of War dontplayinpipesanddrains Simulation 2015 Graviteam
286320,Oknytt,Oknytt Adventure Nemoria EntertainmentOknytt chidvd Adventure 2013 Nemoria Entertainment
286340,FarSky,FarSky Adventure Farsky InteractiveFarSky BITCHPLESE Adventure 2014 Farsky Interactive
286360,Shadows on the Vatican - Act I: Greed,"Shadows on the Vatican - Act I: Greed Adventure 10th Art Studio,Adventure ProductionsShadows on the Vatican - Act I: Greed maplemage Adventure 2014 10th Art Studio,Adventure Productions"
286380,Strata,Strata Casual GraveckStrata 750805 Casual 2014 Graveck
286440,Rover Rescue,Rover Rescue Action PointscapeRover Rescue chidvd Action 2014 Pointscape
286460,Black Mirror II,Black Mirror II Adventure Cranberry ProductionBlack Mirror II chidvd Adventure 2011 Cranberry Production
286480,Black Mirror III,Black Mirror III Adventure Cranberry ProductionBlack Mirror III chidvd Adventure 2011 Cranberry Production
286500,"House of 1,000 Doors - Family Secrets","House of 1,000 Doors - Family Secrets Adventure AlawarHouse of 1,000 Doors - Family Secrets AMV72 Adventure 2014 Alawar"
286520,Viking Brothers,"Viking Brothers Action Alawar,Whalebox StudioViking Brothers piepai Action 2014 Alawar,Whalebox Studio"
286540,Nearwood - Collector's Edition,Nearwood - Collector's Edition Adventure MagicIndieNearwood - Collector's Edition AMV72 Adventure 2014 MagicIndie
286570,F1 2015,"F1 2015 Racing Codemasters,Feral Interactive (Linux)F1 2015 76561198068565589 Racing 2015 Codemasters,Feral Interactive (Linux)"
286660,Avoid Sensory Overload,Avoid Sensory Overload Action 48h StudioAvoid Sensory Overload chidvd Action 2014 48h Studio
286690,Metro 2033 Redux,Metro 2033 Redux Action 4A GamesMetro 2033 Redux 76561198089393905 Action 2014 4A Games
286730,Gunship!,Gunship! Action MicroproseGunship! chidvd Action 2000 Microprose
286750,Zoo Empire,Zoo Empire Casual Enlight Software LimitedZoo Empire 76561198003056556 Casual 2004 Enlight Software Limited
286770,Shadow Ops: Red Mercury,Shadow Ops: Red Mercury Action Zombie StudiosShadow Ops: Red Mercury chidvd Action 2004 Zombie Studios
286790,Falcon A.T.,Falcon A.T. Simulation Spectrum HolobyteFalcon A.T. phrostb Simulation 1988 Spectrum Holobyte
286810,Hard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113,Hard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113 Action Targem GamesHard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113 chidvd Action 2006 Targem Games
286830,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade Action Targem GamesHard Truck Apocalypse: Arcade / Ex Machina: Arcade chidvd Action 2007 Targem Games
286880,Disney Planes,Disney Planes Action Behaviour InteractiveDisney Planes chidvd Action 2013 Behaviour Interactive
286940,S.K.I.L.L. - Special Force 2,"S.K.I.L.L. - Special Force 2 Action Dragonfly GF Co., LTDS.K.I.L.L. - Special Force 2 ii_voltage_ii Action 2013 Dragonfly GF Co., LTD"
2870,X Rebirth,X Rebirth Action EgosoftX Rebirth 76561198078246064 Action 2013 Egosoft
287020,Harvester,Harvester Adventure DigiFX InteractiveHarvester tarjla Adventure 1996 DigiFX Interactive
287070,Battle Academy,Battle Academy Strategy Slitherine Ltd.Battle Academy chidvd Strategy 2010 Slitherine Ltd.
287100,Chaos Domain,"Chaos Domain Action Holy Warp,Black Wing FoundationChaos Domain DJKamBer Action 2014 Holy Warp,Black Wing Foundation"
287120,Ionball 2 : Ionstorm,Ionball 2 : Ionstorm Action Ironsun StudiosIonball 2 : Ionstorm CaptianAutismo Action 2014 Ironsun Studios
287140,Selfie: Sisters of the Amniotic Lens,Selfie: Sisters of the Amniotic Lens Adventure Rail Slave GamesSelfie: Sisters of the Amniotic Lens chidvd Adventure 2015 Rail Slave Games
287200,Wildlife Park 3,Wildlife Park 3 Casual b-alive gmbhWildlife Park 3 Infixation Casual 2014 b-alive gmbh
287220,Autocraft,Autocraft Casual AlientrapAutocraft 76561198045148546 Casual 2017 Alientrap
287260,Toybox Turbos,Toybox Turbos Racing CodemastersToybox Turbos 76561198068565589 Racing 2014 Codemasters
287290,Resident Evil Revelations 2 / Biohazard Revelations 2,"Resident Evil Revelations 2 / Biohazard Revelations 2 Action CAPCOM Co., Ltd.Resident Evil Revelations 2 / Biohazard Revelations 2 maplemage Action 2015 CAPCOM Co., Ltd."
287340,Colin McRae Rally,Colin McRae Rally Racing Codemasters DigitalColin McRae Rally 76561198068565589 Racing 2014 Codemasters Digital
287390,Metro: Last Light Redux,Metro: Last Light Redux Action 4A GamesMetro: Last Light Redux 76561198089393905 Action 2014 4A Games
287450,Rise of Nations: Extended Edition,"Rise of Nations: Extended Edition Simulation SkyBox Labs,Big Huge GamesRise of Nations: Extended Edition CaptianAutismo Simulation 2014 SkyBox Labs,Big Huge Games"
287580,Pandora: First Contact,Pandora: First Contact Simulation Proxy StudiosPandora: First Contact 76561198007342405 Simulation 2013 Proxy Studios
287600,Sunset,Sunset Adventure Tale of TalesSunset phrostb Adventure 2015 Tale of Tales
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,METAL GEAR SOLID V: THE PHANTOM PAIN Action Konami Digital EntertainmentMETAL GEAR SOLID V: THE PHANTOM PAIN maplemage Action 2015 Konami Digital Entertainment
287720,Nostradamus: The Last Prophecy,Nostradamus: The Last Prophecy Adventure MicroidsNostradamus: The Last Prophecy chidvd Adventure 2014 Microids
287740,The Witch's Yarn,The Witch's Yarn Adventure MousechiefThe Witch's Yarn chidvd Adventure 2014 Mousechief
287780,Derrick the Deathfin,Derrick the Deathfin Indie Different TunaDerrick the Deathfin chidvd Indie 2014 Different Tuna
287840,TY the Tasmanian Tiger 4,TY the Tasmanian Tiger 4 Action Krome StudiosTY the Tasmanian Tiger 4 UTNerd24 Action 2015 Krome Studios
287860,8-Bit Commando,8-Bit Commando Action 2DEngine8-Bit Commando chidvd Action 2011 2DEngine
287920,Mortal Online,Mortal Online Action Star Vault ABMortal Online killbunny38 Action 2015 Star Vault AB
287960,Yomi,Yomi Indie Sirlin GamesYomi 76561198015275299 Indie 2015 Sirlin Games
287980,Mini Metro,Mini Metro Indie Dinosaur Polo ClubMini Metro sad-commie Indie 2015 Dinosaur Polo Club
288000,Oncoming Death Steam Edition,"Oncoming Death Steam Edition Action David Vogt,Christoph WinklerOncoming Death Steam Edition chidvd Action 2015 David Vogt,Christoph Winkler"
288020,Rex Rocket,"Rex Rocket Action Castle Pixel, LLC.Rex Rocket 750805 Action 2014 Castle Pixel, LLC."
288040,Actual Sunlight,Actual Sunlight Adventure WZOGIActual Sunlight phrostb Adventure 2014 WZOGI
288060,Whispering Willows,Whispering Willows Adventure Night Light InteractiveWhispering Willows 76561198079326390 Adventure 2014 Night Light Interactive
288100,MechRunner,MechRunner Action Spark Plug GamesMechRunner Steamified Action 2016 Spark Plug Games
288120,Dungeonmans,Dungeonmans Adventure Adventurepro Games LLCDungeonmans 76561197970565267 Adventure 2014 Adventurepro Games LLC
288140,Jack Nicklaus Perfect Golf,Jack Nicklaus Perfect Golf Indie PERFECT PARALLELJack Nicklaus Perfect Golf 76561198026203679 Indie 2016 PERFECT PARALLEL
288160,The Room,The Room Adventure Fireproof GamesThe Room camduman Adventure 2014 Fireproof Games
288260,Conflicks - Revolutionary Space Battles,Conflicks - Revolutionary Space Battles Action Artifice StudioConflicks - Revolutionary Space Battles 76561198003056556 Action 2015 Artifice Studio
288370,Strike Suit Zero: Director's Cut,Strike Suit Zero: Director's Cut Action Born Ready GamesStrike Suit Zero: Director's Cut chidvd Action 2014 Born Ready Games
288470,Fable Anniversary,Fable Anniversary RPG Lionhead StudiosFable Anniversary killbunny38 RPG 2014 Lionhead Studios
288500,Black Rainbow,Black Rainbow Adventure Cateia GamesBlack Rainbow phrostb Adventure 2014 Cateia Games
288610,Kingdom Tales 2,Kingdom Tales 2 Casual Cateia GamesKingdom Tales 2 chidvd Casual 2014 Cateia Games
288630,Sharpe Investigations: Death on the Seine,Sharpe Investigations: Death on the Seine Adventure Icarus GamesSharpe Investigations: Death on the Seine phrostb Adventure 2014 Icarus Games
288650,HTR+ Slot Car Simulation,HTR+ Slot Car Simulation Racing QUByte InteractiveHTR+ Slot Car Simulation phrostb Racing 2014 QUByte Interactive
288670,Myths Of Orion,Myths Of Orion Adventure Cateia GamesMyths Of Orion phrostb Adventure 2014 Cateia Games
288690,Sudokuball Detective,Sudokuball Detective Casual Witan EntertainmentSudokuball Detective chidvd Casual 2009 Witan Entertainment
288710,Demolition Master 3D,Demolition Master 3D Casual AppmaniaDemolition Master 3D chidvd Casual 2011 Appmania
288730,Redneck Racers,"Redneck Racers Casual Play, SildenRedneck Racers chidvd Casual 2010 Play, Silden"
288750,Hotel Collectors Edition,Hotel Collectors Edition Adventure Cateia GamesHotel Collectors Edition chidvd Adventure 2010 Cateia Games
288790,White Haven Mysteries,White Haven Mysteries Adventure Gogii GamesWhite Haven Mysteries chidvd Adventure 2014 Gogii Games
288830,Voodoo Whisperer Curse of a Legend,Voodoo Whisperer Curse of a Legend Adventure Gogii GamesVoodoo Whisperer Curse of a Legend chidvd Adventure 2014 Gogii Games
288840,Haunted Past: Realm of Ghosts,Haunted Past: Realm of Ghosts Adventure Gogii GamesHaunted Past: Realm of Ghosts chidvd Adventure 2014 Gogii Games
288880,Pineview Drive,Pineview Drive Action UIG International GmbHPineview Drive chidvd Action 2014 UIG International GmbH
288930,The Charnel House Trilogy,The Charnel House Trilogy Adventure Owl CaveThe Charnel House Trilogy chidvd Adventure 2015 Owl Cave
288970,Dark Lore Mysteries: The Hunt For Truth,Dark Lore Mysteries: The Hunt For Truth Adventure Gogii GamesDark Lore Mysteries: The Hunt For Truth chidvd Adventure 2014 Gogii Games
289050,Shannon Tweed's Attack Of The Groupies,Shannon Tweed's Attack Of The Groupies Casual Gogii GamesShannon Tweed's Attack Of The Groupies chidvd Casual 2014 Gogii Games
289090,Ampu-Tea,Ampu-Tea Adventure ProjectorGamesAmpu-Tea EizanAratoFujimaki Adventure 2014 ProjectorGames
289130,Endless Legend,Endless Legend RPG AMPLITUDE StudiosEndless Legend 76561198050347115 RPG 2014 AMPLITUDE Studios
289180,A.I.M.2 Clan Wars,A.I.M.2 Clan Wars Action SkyRiver StudiosA.I.M.2 Clan Wars chidvd Action 2007 SkyRiver Studios
289200,Ascension to the Throne,Ascension to the Throne RPG DVSAscension to the Throne chidvd RPG 2007 DVS
289220,BorderZone,"BorderZone Action Saturn-plus,OrionBorderZone chidvd Action 2006 Saturn-plus,Orion"
289240,Perimeter: Emperor's Testament,Perimeter: Emperor's Testament Strategy K-D LabPerimeter: Emperor's Testament chidvd Strategy 2006 K-D Lab
289260,Dreamscapes: The Sandman - Premium Edition,Dreamscapes: The Sandman - Premium Edition Adventure Shaman Games StudioDreamscapes: The Sandman - Premium Edition chidvd Adventure 2014 Shaman Games Studio
289280,El Matador,El Matador Action Plastic Reality TechnologiesEl Matador chidvd Action 2006 Plastic Reality Technologies
289300,Faces of War,Faces of War Action Best WayFaces of War chidvd Action 2006 Best Way
289320,"Fairy Tale About Father Frost, Ivan and Nastya","Fairy Tale About Father Frost, Ivan and Nastya Adventure Bohemia InteractiveFairy Tale About Father Frost, Ivan and Nastya chidvd Adventure 2000 Bohemia Interactive"
289340,Freight Tycoon Inc.,Freight Tycoon Inc. Strategy NikitaFreight Tycoon Inc. chidvd Strategy 2007 Nikita
289360,Konung 2,Konung 2 RPG 1C CompanyKonung 2 chidvd RPG 2004 1C Company
289380,Konung 3: Ties of the Dynasty,Konung 3: Ties of the Dynasty RPG 1C CompanyKonung 3: Ties of the Dynasty chidvd RPG 2010 1C Company
289400,Parkan 2,Parkan 2 Action NikitaParkan 2 chidvd Action 2007 Nikita
289420,Planet Alcatraz,Planet Alcatraz RPG 1C CompanyPlanet Alcatraz chidvd RPG 2009 1C Company
289440,Perimeter,Perimeter Strategy K-D LabPerimeter chidvd Strategy 2004 K-D Lab
289460,RC Cars,RC Cars Casual Creat StudioRC Cars chidvd Casual 2003 Creat Studio
289480,The Tomorrow War,The Tomorrow War Action CrioLandThe Tomorrow War chidvd Action 2009 CrioLand
289500,UFO: Aftershock,UFO: Aftershock Strategy ALTAR InteractiveUFO: Aftershock chidvd Strategy 2005 ALTAR Interactive
289520,King's Bounty: Dark Side,King's Bounty: Dark Side RPG 1C-SoftClubKing's Bounty: Dark Side 76561198003056556 RPG 2014 1C-SoftClub
289580,Aggression: Europe Under Fire,Aggression: Europe Under Fire Strategy Lesta StudioAggression: Europe Under Fire phrostb Strategy 2007 Lesta Studio
289600,Marauder,Marauder RPG ApeironMarauder Infixation RPG 2009 Apeiron
289620,Collapse,Collapse Action CreoteamCollapse chidvd Action 2008 Creoteam
289650,Assassin's Creed Unity,Assassin's Creed Unity Action UbisoftAssassin's Creed Unity 76561198070087725 Action 2014 Ubisoft
289690,Lara Croft and the Temple of Osiris,Lara Croft and the Temple of Osiris Action Crystal DynamicsLara Croft and the Temple of Osiris maplemage Action 2014 Crystal Dynamics
289760,ROCKETSROCKETSROCKETS,"ROCKETSROCKETSROCKETS Action Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay JorgensenROCKETSROCKETSROCKETS 750805 Action 2015 Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen"
289800,Dracula: The Resurrection,Dracula: The Resurrection Adventure MicroidsDracula: The Resurrection chidvd Adventure 2014 Microids
289820,Dracula 2: The Last Sanctuary,Dracula 2: The Last Sanctuary Adventure MicroidsDracula 2: The Last Sanctuary chidvd Adventure 2001 Microids
289840,Dracula 3: The Path of the Dragon,Dracula 3: The Path of the Dragon Adventure MicroidsDracula 3: The Path of the Dragon chidvd Adventure 2014 Microids
289890,"7,62 High Calibre","7,62 High Calibre RPG Apeiron7,62 High Calibre chidvd RPG 2007 Apeiron"
289930,TransOcean: The Shipping Company,TransOcean: The Shipping Company Casual Deck13 HamburgTransOcean: The Shipping Company 76561198050347115 Casual 2014 Deck13 Hamburg
2900,688(I) Hunter/Killer,688(I) Hunter/Killer Strategy Sonalysts688(I) Hunter/Killer AMV72 Strategy 1997 Sonalysts
290000,DubWars,DubWars Action MURA InteractiveDubWars BlueDragonOfficial Action 2016 MURA Interactive
290020,LogicBots,LogicBots Indie Incandescent GamesLogicBots ulramite Indie 2017 Incandescent Games
290040,Retro Game Crunch,"Retro Game Crunch Action Rusty Moyher,Shaun Inman,Matt GrimmRetro Game Crunch chidvd Action 2014 Rusty Moyher,Shaun Inman,Matt Grimm"
290080,Life is Feudal: Your Own,Life is Feudal: Your Own Action Bitbox Ltd.Life is Feudal: Your Own 2768820078 Action 2015 Bitbox Ltd.
290140,Echo of Soul,Echo of Soul Free to Play Mr. BlueEcho of Soul ulramite Free to Play 2015 Mr. Blue
290260,Sokobond,"Sokobond Indie Alan Hazelden,Harry LeeSokobond 94567 Indie 2014 Alan Hazelden,Harry Lee"
290280,Volt,Volt Action Quantized BitVolt 750805 Action 2014 Quantized Bit
290300,Rebel Galaxy,Rebel Galaxy Action Double Damage GamesRebel Galaxy sad-commie Action 2015 Double Damage Games
290320,Project Temporality,Project Temporality Action Defrost GamesProject Temporality 750805 Action 2014 Defrost Games
290340,Armello,Armello Adventure League of GeeksArmello 750805 Adventure 2015 League of Geeks
290380,Micron,Micron Casual Apparition GamesMicron chidvd Casual 2014 Apparition Games
290440,QUALIA 3: Multi Agent,"QUALIA 3: Multi Agent Action 神奈川電子技術研究所,EXTREMEQUALIA 3: Multi Agent chidvd Action 2014 神奈川電子技術研究所,EXTREME"
290460,Legionwood 2: Rise of the Eternal's Realm,Legionwood 2: Rise of the Eternal's Realm Casual Dark Gaia StudiosLegionwood 2: Rise of the Eternal's Realm Infixation Casual 2014 Dark Gaia Studios
290490,The Flock,The Flock Action VogelsapThe Flock 76561198003056556 Action 2015 Vogelsap
290530,Clandestine,Clandestine Action Logic ArtistsClandestine 76561198039441595 Action 2015 Logic Artists
290650,Time Ramesside (A New Reckoning),Time Ramesside (A New Reckoning) Action Panzer Gaming StudiosTime Ramesside (A New Reckoning) chidvd Action 2015 Panzer Gaming Studios
290730,My Lands,"My Lands Casual Gravvit Ltd,Forbes  Consult LtdMy Lands xfluttersx Casual 2014 Gravvit Ltd,Forbes  Consult Ltd"
290770,The Fall,The Fall Action Over The MoonThe Fall Mastic Action 2014 Over The Moon
290790,Grey Goo,Grey Goo Strategy PetroglyphGrey Goo maplemage Strategy 2015 Petroglyph
290810,Colossal Kaiju Combat™: Kaijuland Battles,"Colossal Kaiju Combat™: Kaijuland Battles Early Access Sunstone Games, LLC.Colossal Kaiju Combat™: Kaijuland Battles Lickidactyl Early Access 2014 Sunstone Games, LLC."
290870,Steam Squad,Steam Squad Indie Bretwalda GamesSteam Squad djnemonic Indie 2016 Bretwalda Games
290890,You Must Build A Boat,You Must Build A Boat Action EightyEightGamesYou Must Build A Boat chidvd Action 2015 EightyEightGames
290930,Half-Life 2: Update,"Half-Life 2: Update Action Filip Victor,ValveHalf-Life 2: Update diego9031 Action 2015 Filip Victor,Valve"
290970,1849,1849 Indie SomaSim1849 adi_a12 Indie 2014 SomaSim
290990,Flower Shop: Summer In Fairbrook,Flower Shop: Summer In Fairbrook Casual Winter WolvesFlower Shop: Summer In Fairbrook chidvd Casual 2010 Winter Wolves
2910,Fleet Command,Fleet Command Strategy SonalystsFleet Command AMV72 Strategy 1999 Sonalysts
291010,The Hat Man: Shadow Ward,The Hat Man: Shadow Ward Action Game MechanicsThe Hat Man: Shadow Ward GGargula Action 2016 Game Mechanics
291030,Always Remember Me,Always Remember Me Casual Winter WolvesAlways Remember Me idonothack Casual 2011 Winter Wolves
291050,Planet Stronghold,Planet Stronghold Indie Winter WolvesPlanet Stronghold idonothack Indie 2011 Winter Wolves
291070,Slip,Slip Action Handsome GamesSlip chidvd Action 2014 Handsome Games
291090,I Get This Call Every Day,I Get This Call Every Day Simulation David S GallantI Get This Call Every Day 76561198103524411 Simulation 2012 David S Gallant
291130,Akane the Kunoichi,Akane the Kunoichi Action Haruneko EntertainmentAkane the Kunoichi chidvd Action 2014 Haruneko Entertainment
291150,Evolution RTS,Evolution RTS Casual Frozen Yak EntertainmentEvolution RTS ii_voltage_ii Casual 2014 Frozen Yak Entertainment
291190,Heroes of Steel RPG,Heroes of Steel RPG Indie Trese BrothersHeroes of Steel RPG chidvd Indie 2014 Trese Brothers
29120,Yumsters! 2: Around the World!,Yumsters! 2: Around the World! Indie KranX ProductionsYumsters! 2: Around the World! chidvd Indie 2008 KranX Productions
291250,Jumpdrive,Jumpdrive Action Meteoric GamesJumpdrive 76561198057594218 Action 2014 Meteoric Games
291270,Vitrum,Vitrum Action 9heads Game StudiosVitrum chidvd Action 2012 9heads Game Studios
291290,Motte Island,Motte Island Adventure Gamebell StudioMotte Island phrostb Adventure 2014 Gamebell Studio
29130,Musaic Box,Musaic Box Indie KranX ProductionsMusaic Box chidvd Indie 2008 KranX Productions
