user_id,user_url,funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
MrProvidings,http://steamcommunity.com/id/MrProvidings,75 people found this review funny,"Posted December 17, 2014.","Last edited December 17, 2014.",223470,132 of 142 people (93%) found this review helpful,True,2
MrProvidings,http://steamcommunity.com/id/MrProvidings,6 people found this review funny,Posted March 26.,Last edited March 26.,449040,4 of 8 people (50%) found this review helpful,True,1
MrProvidings,http://steamcommunity.com/id/MrProvidings,2 people found this review funny,"Posted January 11, 2014.","Last edited September 21, 2014.",1280,2 of 4 people (50%) found this review helpful,True,1
tzarius,http://steamcommunity.com/id/tzarius,3 people found this review funny,"Posted October 31, 2014.",,99810,75 of 124 people (60%) found this review helpful,False,0
tzarius,http://steamcommunity.com/id/tzarius,1 person found this review funny,"Posted February 7, 2015.",,323320,0 of 1 people (0%) found this review helpful,True,2
HunterSLAYERR,http://steamcommunity.com/id/HunterSLAYERR,3 people found this review funny,Posted February 19.,,310950,8 of 19 people (42%) found this review helpful,True,1
HunterSLAYERR,http://steamcommunity.com/id/HunterSLAYERR,3 people found this review funny,Posted March 7.,,437070,13 of 37 people (35%) found this review helpful,True,1
wolop,http://steamcommunity.com/id/wolop,1 person found this review funny,"Posted July 3, 2011.",,4000,2 of 2 people (100%) found this review helpful,True,1
76561198067546287,http://steamcommunity.com/profiles/76561198067546287,1 person found this review funny,"Posted June 13, 2015.",,730,1 of 2 people (50%) found this review helpful,True,2
76561198044060397,http://steamcommunity.com/profiles/76561198044060397,3 people found this review funny,"Posted March 28, 2015.",,354240,3 of 5 people (60%) found this review helpful,True,0
76561198044060397,http://steamcommunity.com/profiles/76561198044060397,3 people found this review funny,"Posted November 7, 2014.",,263420,6 of 13 people (46%) found this review helpful,True,1
piepai,http://steamcommunity.com/id/piepai,5 people found this review funny,"Posted February 18, 2015.",,290730,8 of 19 people (42%) found this review helpful,True,1
ninja0123,http://steamcommunity.com/id/ninja0123,2 people found this review funny,"Posted October 12, 2015.",,440,36 of 36 people (100%) found this review helpful,True,1
76561198086885214,http://steamcommunity.com/profiles/76561198086885214,6 people found this review funny,Posted August 12.,,275850,4 of 20 people (20%) found this review helpful,False,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,1 person found this review funny,"Posted October 18, 2015.",,218620,9 of 9 people (100%) found this review helpful,False,2
MIMMATA,http://steamcommunity.com/id/MIMMATA,20 people found this review funny,"Posted July 5, 2015.",,242760,15 of 21 people (71%) found this review helpful,True,2
MIMMATA,http://steamcommunity.com/id/MIMMATA,6 people found this review funny,"Posted June 19, 2015.",,226700,9 of 13 people (69%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,5 people found this review funny,"Posted June 13, 2015.",,246900,4 of 4 people (100%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,1 person found this review funny,"Posted January 1, 2013.",,630,2 of 2 people (100%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,2 people found this review funny,"Posted July 11, 2015.",,323470,2 of 3 people (67%) found this review helpful,True,1
76561198006896411,http://steamcommunity.com/profiles/76561198006896411,1 person found this review funny,"Posted February 19, 2015.",,730,1 of 1 people (100%) found this review helpful,False,1
76561198006896411,http://steamcommunity.com/profiles/76561198006896411,1 person found this review funny,Posted February 5.,Last edited February 6.,225540,1 of 2 people (50%) found this review helpful,False,0
76561198006896411,http://steamcommunity.com/profiles/76561198006896411,2 people found this review funny,"Posted June 25, 2015.",,291650,3 of 9 people (33%) found this review helpful,False,0
topkekhehe,http://steamcommunity.com/id/topkekhehe,2 people found this review funny,Posted May 9.,,375230,2 of 10 people (20%) found this review helpful,True,2
76561198054605641,http://steamcommunity.com/profiles/76561198054605641,1 person found this review funny,"Posted August 29, 2015.",,218620,1 of 3 people (33%) found this review helpful,True,1
SitteNKitteNMitteN,http://steamcommunity.com/id/SitteNKitteNMitteN,2 people found this review funny,"Posted December 24, 2014.",,313740,5 of 6 people (83%) found this review helpful,True,0
SitteNKitteNMitteN,http://steamcommunity.com/id/SitteNKitteNMitteN,1 person found this review funny,"Posted October 19, 2014.","Last edited December 23, 2014.",730,No ratings yet,True,0
Wallfinstein,http://steamcommunity.com/id/Wallfinstein,1 person found this review funny,"Posted August 30, 2014.",,202970,0 of 1 people (0%) found this review helpful,True,2
Wallfinstein,http://steamcommunity.com/id/Wallfinstein,2 people found this review funny,"Posted September 3, 2015.",,287920,11 of 28 people (39%) found this review helpful,True,1
communiggersunite,http://steamcommunity.com/id/communiggersunite,1 person found this review funny,"Posted May 14, 2015.","Last edited May 14, 2015.",34900,1 of 1 people (100%) found this review helpful,True,2
communiggersunite,http://steamcommunity.com/id/communiggersunite,1 person found this review funny,Posted March 7.,,394310,5 of 12 people (42%) found this review helpful,True,2
communiggersunite,http://steamcommunity.com/id/communiggersunite,1 person found this review funny,Posted January 23.,,405640,No ratings yet,True,2
BestinTheWorldThund3r,http://steamcommunity.com/id/BestinTheWorldThund3r,1 person found this review funny,"Posted April 27, 2015.",,271590,1 of 3 people (33%) found this review helpful,True,2
minecast24,http://steamcommunity.com/id/minecast24,1 person found this review funny,"Posted February 27, 2015.",,243800,2 of 3 people (67%) found this review helpful,True,2
minecast24,http://steamcommunity.com/id/minecast24,1 person found this review funny,Posted February 5.,,270880,2 of 5 people (40%) found this review helpful,True,1
minecast24,http://steamcommunity.com/id/minecast24,1 person found this review funny,"Posted January 23, 2015.",,4000,No ratings yet,True,2
minecast24,http://steamcommunity.com/id/minecast24,1 person found this review funny,"Posted October 27, 2014.",,235800,No ratings yet,True,2
095732,http://steamcommunity.com/id/095732,3 people found this review funny,Posted May 16.,,99900,20 of 24 people (83%) found this review helpful,True,0
095732,http://steamcommunity.com/id/095732,3 people found this review funny,"Posted September 30, 2015.",,216150,4 of 7 people (57%) found this review helpful,False,0
Gayleri,http://steamcommunity.com/id/Gayleri,1 person found this review funny,"Posted March 30, 2015.",,304030,3 of 7 people (43%) found this review helpful,False,0
Gayleri,http://steamcommunity.com/id/Gayleri,2 people found this review funny,Posted May 12.,,6980,3 of 11 people (27%) found this review helpful,False,0
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,6 people found this review funny,Posted July 22.,,20510,7 of 12 people (58%) found this review helpful,True,1
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,1 person found this review funny,"Posted January 30, 2015.",,218620,2 of 4 people (50%) found this review helpful,True,1
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,2 people found this review funny,"Posted January 23, 2015.",,315396,No ratings yet,True,1
GUNIME,http://steamcommunity.com/id/GUNIME,1 person found this review funny,"Posted April 26, 2015.",,72850,0 of 4 people (0%) found this review helpful,True,0
GUNIME,http://steamcommunity.com/id/GUNIME,3 people found this review funny,"Posted September 22, 2015.",,222880,4 of 14 people (29%) found this review helpful,False,2
GUNIME,http://steamcommunity.com/id/GUNIME,2 people found this review funny,Posted April 2.,,252490,No ratings yet,True,2
GUNIME,http://steamcommunity.com/id/GUNIME,1 person found this review funny,"Posted December 11, 2015.",,298110,No ratings yet,True,1
76561198073504291,http://steamcommunity.com/profiles/76561198073504291,1 person found this review funny,"Posted March 11, 2015.",,239140,1 of 2 people (50%) found this review helpful,True,2
76561198025732569,http://steamcommunity.com/profiles/76561198025732569,5 people found this review funny,"Posted February 20, 2015.",,273350,12 of 25 people (48%) found this review helpful,True,1
76561198077032945,http://steamcommunity.com/profiles/76561198077032945,1 person found this review funny,"Posted December 23, 2015.",,107100,2 of 2 people (100%) found this review helpful,True,2
LASSO133,http://steamcommunity.com/id/LASSO133,11 people found this review funny,Posted August 16.,,306460,9 of 11 people (82%) found this review helpful,True,2
LASSO133,http://steamcommunity.com/id/LASSO133,1 person found this review funny,"Posted April 10, 2015.",,304930,1 of 1 people (100%) found this review helpful,True,0
LASSO133,http://steamcommunity.com/id/LASSO133,1 person found this review funny,Posted February 20.,Last edited September 17.,730,No ratings yet,True,2
10Degree,http://steamcommunity.com/id/10Degree,518 people found this review funny,"Posted April 18, 2015.",,105600,372 of 440 people (85%) found this review helpful,True,1
10Degree,http://steamcommunity.com/id/10Degree,1 person found this review funny,"Posted April 26, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
11XGX,http://steamcommunity.com/id/11XGX,1 person found this review funny,"Posted July 12, 2015.",,224540,3 of 4 people (75%) found this review helpful,False,2
erangaea,http://steamcommunity.com/id/erangaea,1 person found this review funny,"Posted December 24, 2013.",,620,No ratings yet,True,2
2sBs,http://steamcommunity.com/id/2sBs,1 person found this review funny,"Posted June 14, 2014.",,221100,2 of 2 people (100%) found this review helpful,True,1
2sBs,http://steamcommunity.com/id/2sBs,1 person found this review funny,"Posted November 7, 2014.",,207610,1 of 2 people (50%) found this review helpful,True,2
2sBs,http://steamcommunity.com/id/2sBs,1 person found this review funny,Posted April 16.,,394690,0 of 1 people (0%) found this review helpful,True,1
2sBs,http://steamcommunity.com/id/2sBs,1 person found this review funny,"Posted September 27, 2014.",,265930,No ratings yet,True,0
ryno69445,http://steamcommunity.com/id/ryno69445,1 person found this review funny,"Posted July 2, 2014.","Last edited July 2, 2014.",260160,20 of 24 people (83%) found this review helpful,True,1
76561198003546877,http://steamcommunity.com/profiles/76561198003546877,1 person found this review funny,Posted August 14.,,232090,2 of 11 people (18%) found this review helpful,True,2
76561198053145578,http://steamcommunity.com/profiles/76561198053145578,3 people found this review funny,"Posted February 20, 2015.","Last edited February 20, 2015.",289650,31 of 47 people (66%) found this review helpful,False,1
haoliu98,http://steamcommunity.com/id/haoliu98,1 person found this review funny,"Posted November 28, 2015.",,383080,No ratings yet,True,1
haoliu98,http://steamcommunity.com/id/haoliu98,1 person found this review funny,"Posted October 30, 2015.","Last edited October 31, 2015.",264380,No ratings yet,True,0
vaughanpwnyou,http://steamcommunity.com/id/vaughanpwnyou,1 person found this review funny,Posted April 3.,,730,2 of 2 people (100%) found this review helpful,True,2
puddingtip,http://steamcommunity.com/id/puddingtip,1 person found this review funny,"Posted December 3, 2014.",,730,2 of 2 people (100%) found this review helpful,True,2
zoozles,http://steamcommunity.com/id/zoozles,1 person found this review funny,Posted July 1.,,252950,1 of 1 people (100%) found this review helpful,True,2
zoozles,http://steamcommunity.com/id/zoozles,1 person found this review funny,"Posted February 11, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
zoozles,http://steamcommunity.com/id/zoozles,1 person found this review funny,Posted July 1.,,381210,No ratings yet,True,0
76561198092333882,http://steamcommunity.com/profiles/76561198092333882,1 person found this review funny,Posted June 9.,,413150,2 of 2 people (100%) found this review helpful,True,2
76561198081511281,http://steamcommunity.com/profiles/76561198081511281,1 person found this review funny,Posted July 12.,,427520,1 of 1 people (100%) found this review helpful,True,1
76561198081511281,http://steamcommunity.com/profiles/76561198081511281,1 person found this review funny,"Posted April 11, 2014.",,265930,1 of 1 people (100%) found this review helpful,True,1
76561198081511281,http://steamcommunity.com/profiles/76561198081511281,2 people found this review funny,Posted July 12.,,227940,1 of 5 people (20%) found this review helpful,True,2
TiddlysWink,http://steamcommunity.com/id/TiddlysWink,1 person found this review funny,Posted July 2.,,311210,1 of 4 people (25%) found this review helpful,True,1
TiddlysWink,http://steamcommunity.com/id/TiddlysWink,1 person found this review funny,Posted May 21.,,6060,0 of 3 people (0%) found this review helpful,True,0
Diabolum,http://steamcommunity.com/id/Diabolum,2 people found this review funny,Posted April 19.,,1840,19 of 21 people (90%) found this review helpful,True,2
Diabolum,http://steamcommunity.com/id/Diabolum,2 people found this review funny,"Posted August 8, 2015.",,218620,1 of 3 people (33%) found this review helpful,True,1
76561198057042886,http://steamcommunity.com/profiles/76561198057042886,1 person found this review funny,"Posted October 14, 2015.",,218620,1 of 4 people (25%) found this review helpful,True,2
barbas1,http://steamcommunity.com/id/barbas1,4 people found this review funny,Posted July 5.,,300340,3 of 10 people (30%) found this review helpful,True,1
thecakeisALy,http://steamcommunity.com/id/thecakeisALy,1 person found this review funny,"Posted March 30, 2014.",,730,3 of 3 people (100%) found this review helpful,True,2
76561198010391123,http://steamcommunity.com/profiles/76561198010391123,1 person found this review funny,Posted August 21.,,275850,5 of 7 people (71%) found this review helpful,False,1
76561198010391123,http://steamcommunity.com/profiles/76561198010391123,1 person found this review funny,Posted January 12.,,319630,0 of 2 people (0%) found this review helpful,True,2
mr_cat,http://steamcommunity.com/id/mr_cat,1 person found this review funny,Posted January 8.,Last edited January 8.,274900,No ratings yet,False,0
mr_cat,http://steamcommunity.com/id/mr_cat,1 person found this review funny,"Posted December 23, 2015.",,335240,No ratings yet,False,1
mr_cat,http://steamcommunity.com/id/mr_cat,1 person found this review funny,"Posted May 23, 2015.",Last edited July 23.,252490,No ratings yet,True,1
Hoovyspenser,http://steamcommunity.com/id/Hoovyspenser,2 people found this review funny,"Posted May 1, 2015.",,24240,3 of 6 people (50%) found this review helpful,True,1
Hoovyspenser,http://steamcommunity.com/id/Hoovyspenser,1 person found this review funny,"Posted April 25, 2014.",,400,0 of 1 people (0%) found this review helpful,True,2
76561198053183010,http://steamcommunity.com/profiles/76561198053183010,3 people found this review funny,"Posted November 12, 2015.",,105600,2 of 3 people (67%) found this review helpful,True,1
BulbLight_,http://steamcommunity.com/id/BulbLight_,2 people found this review funny,"Posted October 5, 2014.",,265930,1 of 1 people (100%) found this review helpful,True,1
a4nic8er,http://steamcommunity.com/id/a4nic8er,12 people found this review funny,Posted August 24.,,326160,23 of 39 people (59%) found this review helpful,False,1
rakeial,http://steamcommunity.com/id/rakeial,719 people found this review funny,"Posted February 3, 2015.",,295110,"1,694 of 2,110 people (80%) found this review helpful",True,1
rakeial,http://steamcommunity.com/id/rakeial,1 person found this review funny,"Posted July 16, 2015.",,252950,1 of 2 people (50%) found this review helpful,True,1
hugh244,http://steamcommunity.com/id/hugh244,1 person found this review funny,"Posted June 4, 2015.",,346110,No ratings yet,True,1
76561198089228252,http://steamcommunity.com/profiles/76561198089228252,1 person found this review funny,"Posted February 11, 2015.",,570,1 of 2 people (50%) found this review helpful,True,2
76561198040104199,http://steamcommunity.com/profiles/76561198040104199,1 person found this review funny,"Posted March 29, 2013.",,212680,2 of 2 people (100%) found this review helpful,True,2
76561198040104199,http://steamcommunity.com/profiles/76561198040104199,10 people found this review funny,Posted April 11.,,435880,40 of 142 people (28%) found this review helpful,True,2
AcesCyraxGaming,http://steamcommunity.com/id/AcesCyraxGaming,1 person found this review funny,Posted July 24.,,570,1 of 2 people (50%) found this review helpful,True,1
76561198067306981,http://steamcommunity.com/profiles/76561198067306981,2 people found this review funny,"Posted March 28, 2015.",,354140,No ratings yet,True,2
kab4002,http://steamcommunity.com/id/kab4002,1 person found this review funny,"Posted November 24, 2014.",,730,1 of 1 people (100%) found this review helpful,True,2
Admiral_Skye,http://steamcommunity.com/id/Admiral_Skye,1 person found this review funny,"Posted August 23, 2015.",,386070,13 of 35 people (37%) found this review helpful,True,1
Adnurak,http://steamcommunity.com/id/Adnurak,1 person found this review funny,"Posted September 18, 2014.",,236430,24 of 35 people (69%) found this review helpful,False,1
Adnurak,http://steamcommunity.com/id/Adnurak,2 people found this review funny,Posted August 7.,,440,10 of 11 people (91%) found this review helpful,False,1
Adnurak,http://steamcommunity.com/id/Adnurak,7 people found this review funny,"Posted March 3, 2014.",,263680,11 of 20 people (55%) found this review helpful,False,1
76561198067070151,http://steamcommunity.com/profiles/76561198067070151,12 people found this review funny,"Posted November 5, 2015.",,299460,9 of 13 people (69%) found this review helpful,True,1
Efficentct,http://steamcommunity.com/id/Efficentct,82 people found this review funny,"Posted October 31, 2014.",,4920,198 of 290 people (68%) found this review helpful,True,2
mcconnorhey,http://steamcommunity.com/id/mcconnorhey,6 people found this review funny,"Posted October 25, 2015.",,375510,13 of 27 people (48%) found this review helpful,True,0
mcconnorhey,http://steamcommunity.com/id/mcconnorhey,1 person found this review funny,Posted June 2.,,360640,No ratings yet,True,1
superaero,http://steamcommunity.com/id/superaero,5 people found this review funny,"Posted July 22, 2015.",,570,10 of 15 people (67%) found this review helpful,True,1
superaero,http://steamcommunity.com/id/superaero,1 person found this review funny,"Posted October 12, 2015.",,204300,1 of 2 people (50%) found this review helpful,True,1
superaero,http://steamcommunity.com/id/superaero,1 person found this review funny,"Posted October 29, 2015.",,218230,0 of 1 people (0%) found this review helpful,True,2
76561198044353999,http://steamcommunity.com/profiles/76561198044353999,1 person found this review funny,"Posted July 1, 2015.",,351640,1 of 1 people (100%) found this review helpful,True,1
76561198044353999,http://steamcommunity.com/profiles/76561198044353999,1 person found this review funny,"Posted December 31, 2013.",,730,1 of 1 people (100%) found this review helpful,True,2
Xyphien,http://steamcommunity.com/id/Xyphien,1 person found this review funny,"Posted September 13, 2014.",,274920,4 of 4 people (100%) found this review helpful,True,2
Xyphien,http://steamcommunity.com/id/Xyphien,1 person found this review funny,"Posted July 10, 2015.",,291550,3 of 4 people (75%) found this review helpful,True,1
ApexAgera,http://steamcommunity.com/id/ApexAgera,4 people found this review funny,"Posted January 8, 2015.",,730,1 of 2 people (50%) found this review helpful,True,0
ApexAgera,http://steamcommunity.com/id/ApexAgera,1 person found this review funny,"Posted June 23, 2015.",,33930,No ratings yet,True,2
Agnt007,http://steamcommunity.com/id/Agnt007,1 person found this review funny,"Posted September 12, 2015.",,249130,1 of 7 people (14%) found this review helpful,False,0
AHMystic,http://steamcommunity.com/id/AHMystic,4 people found this review funny,"Posted July 14, 2015.",,218620,1 of 11 people (9%) found this review helpful,True,2
76561198028290577,http://steamcommunity.com/profiles/76561198028290577,1 person found this review funny,"Posted October 14, 2015.",,300820,6 of 13 people (46%) found this review helpful,False,1
brantrix,http://steamcommunity.com/id/brantrix,1 person found this review funny,"Posted January 23, 2015.",,221100,1 of 3 people (33%) found this review helpful,True,2
blackniggers,http://steamcommunity.com/id/blackniggers,1 person found this review funny,"Posted August 16, 2014.",,218620,4 of 7 people (57%) found this review helpful,False,0
76561198100050147,http://steamcommunity.com/profiles/76561198100050147,6 people found this review funny,Posted February 15.,,433530,11 of 12 people (92%) found this review helpful,True,2
avdl,http://steamcommunity.com/id/avdl,2 people found this review funny,"Posted August 2, 2015.",,209870,57 of 78 people (73%) found this review helpful,False,1
avdl,http://steamcommunity.com/id/avdl,3 people found this review funny,"Posted August 1, 2015.",,245130,12 of 14 people (86%) found this review helpful,False,2
avdl,http://steamcommunity.com/id/avdl,2 people found this review funny,"Posted July 1, 2014.",,291480,7 of 15 people (47%) found this review helpful,False,0
avdl,http://steamcommunity.com/id/avdl,2 people found this review funny,"Posted April 2, 2015.","Last edited April 2, 2015.",355840,16 of 49 people (33%) found this review helpful,False,0
avdl,http://steamcommunity.com/id/avdl,1 person found this review funny,"Posted July 18, 2015.",,348460,7 of 30 people (23%) found this review helpful,False,1
Axt5,http://steamcommunity.com/id/Axt5,1 person found this review funny,"Posted December 23, 2015.",,393420,4 of 6 people (67%) found this review helpful,True,1
Oniityan_H,http://steamcommunity.com/id/Oniityan_H,1 person found this review funny,Posted March 20.,,365590,1 of 5 people (20%) found this review helpful,False,0
AlmightyShippo,http://steamcommunity.com/id/AlmightyShippo,1 person found this review funny,"Posted September 3, 2015.",,28000,4 of 6 people (67%) found this review helpful,False,1
76561198032586095,http://steamcommunity.com/profiles/76561198032586095,5 people found this review funny,"Posted July 6, 2015.",,374570,13 of 15 people (87%) found this review helpful,True,1
agusdemyx25,http://steamcommunity.com/id/agusdemyx25,1 person found this review funny,"Posted October 16, 2015.",,218620,5 of 5 people (100%) found this review helpful,False,0
76561198062396491,http://steamcommunity.com/profiles/76561198062396491,9 people found this review funny,"Posted December 31, 2015.",,359050,11 of 19 people (58%) found this review helpful,False,0
76561198062396491,http://steamcommunity.com/profiles/76561198062396491,1 person found this review funny,Posted January 17.,,377160,1 of 4 people (25%) found this review helpful,True,1
Tiago_Henrique,http://steamcommunity.com/id/Tiago_Henrique,6 people found this review funny,"Posted April 18, 2015.",,271590,7 of 11 people (64%) found this review helpful,True,2
76561197970989261,http://steamcommunity.com/profiles/76561197970989261,1 person found this review funny,Posted July 7.,,403190,1 of 1 people (100%) found this review helpful,True,1
FUCKINGkike,http://steamcommunity.com/id/FUCKINGkike,2 people found this review funny,Posted July 11.,,440,5 of 7 people (71%) found this review helpful,False,0
BaaBaaCowSheep,http://steamcommunity.com/id/BaaBaaCowSheep,2 people found this review funny,"Posted August 11, 2014.",,202970,1 of 4 people (25%) found this review helpful,True,2
76561198081009511,http://steamcommunity.com/profiles/76561198081009511,7 people found this review funny,Posted May 22.,,224600,8 of 17 people (47%) found this review helpful,False,0
76561198081009511,http://steamcommunity.com/profiles/76561198081009511,1 person found this review funny,Posted June 14.,,219640,0 of 4 people (0%) found this review helpful,False,0
AncientArtofDaiSuKi,http://steamcommunity.com/id/AncientArtofDaiSuKi,49 people found this review funny,"Posted November 28, 2014.",,332800,668 of 876 people (76%) found this review helpful,True,1
AncientArtofDaiSuKi,http://steamcommunity.com/id/AncientArtofDaiSuKi,1 person found this review funny,"Posted November 9, 2014.",,316720,16 of 22 people (73%) found this review helpful,True,2
AncientArtofDaiSuKi,http://steamcommunity.com/id/AncientArtofDaiSuKi,1 person found this review funny,"Posted May 2, 2015.",,339800,1 of 1 people (100%) found this review helpful,True,1
AngelicPanda,http://steamcommunity.com/id/AngelicPanda,1 person found this review funny,"Posted June 23, 2014.",,440,2 of 2 people (100%) found this review helpful,True,2
AngelicPanda,http://steamcommunity.com/id/AngelicPanda,1 person found this review funny,"Posted June 5, 2014.",,113200,2 of 3 people (67%) found this review helpful,True,1
76561198050624870,http://steamcommunity.com/profiles/76561198050624870,1 person found this review funny,"Posted March 24, 2014.",,252490,1 of 1 people (100%) found this review helpful,True,0
ihatecoathangers,http://steamcommunity.com/id/ihatecoathangers,1 person found this review funny,"Posted February 16, 2014.",,221100,6 of 8 people (75%) found this review helpful,True,2
76561198042492496,http://steamcommunity.com/profiles/76561198042492496,1 person found this review funny,"Posted March 15, 2015.",,227940,No ratings yet,True,2
plasmaluna,http://steamcommunity.com/id/plasmaluna,1 person found this review funny,Posted May 4.,,374320,1 of 1 people (100%) found this review helpful,True,0
cbfguy,http://steamcommunity.com/id/cbfguy,1 person found this review funny,"Posted August 6, 2014.",,304930,1 of 1 people (100%) found this review helpful,True,0
4RCH4NG3Ll,http://steamcommunity.com/id/4RCH4NG3Ll,2 people found this review funny,"Posted September 18, 2015.",,386880,13 of 16 people (81%) found this review helpful,True,1
archangel147,http://steamcommunity.com/id/archangel147,2 people found this review funny,Posted September 7.,,343750,1 of 2 people (50%) found this review helpful,False,1
archangel147,http://steamcommunity.com/id/archangel147,1 person found this review funny,"Posted December 4, 2015.",,6000,1 of 2 people (50%) found this review helpful,True,1
archangel147,http://steamcommunity.com/id/archangel147,1 person found this review funny,Posted August 8.,,221040,3 of 7 people (43%) found this review helpful,True,1
BestGodamnBirdLawyerInTheWorld,http://steamcommunity.com/id/BestGodamnBirdLawyerInTheWorld,2 people found this review funny,"Posted August 7, 2015.",,388870,10 of 11 people (91%) found this review helpful,False,0
BestGodamnBirdLawyerInTheWorld,http://steamcommunity.com/id/BestGodamnBirdLawyerInTheWorld,2 people found this review funny,Posted September 2.,,495890,1 of 1 people (100%) found this review helpful,True,1
95MAY,http://steamcommunity.com/id/95MAY,1 person found this review funny,Posted August 28.,,304930,1 of 1 people (100%) found this review helpful,True,1
95MAY,http://steamcommunity.com/id/95MAY,2 people found this review funny,"Posted October 13, 2015.",,233450,1 of 1 people (100%) found this review helpful,True,1
95MAY,http://steamcommunity.com/id/95MAY,1 person found this review funny,"Posted June 5, 2015.",,271590,1 of 1 people (100%) found this review helpful,True,2
95MAY,http://steamcommunity.com/id/95MAY,2 people found this review funny,"Posted February 5, 2015.",,207140,3 of 5 people (60%) found this review helpful,True,1
95MAY,http://steamcommunity.com/id/95MAY,2 people found this review funny,"Posted January 26, 2015.",,39000,2 of 5 people (40%) found this review helpful,True,1
AriakWolf,http://steamcommunity.com/id/AriakWolf,4 people found this review funny,"Posted January 11, 2015.","Last edited January 11, 2015.",285480,85 of 102 people (83%) found this review helpful,True,1
AriakWolf,http://steamcommunity.com/id/AriakWolf,1 person found this review funny,"Posted November 1, 2014.",,236850,2 of 4 people (50%) found this review helpful,True,1
TwilightAshSparkle,http://steamcommunity.com/id/TwilightAshSparkle,1 person found this review funny,"Posted July 17, 2015.",,230410,3 of 4 people (75%) found this review helpful,True,1
2571,http://steamcommunity.com/id/2571,8 people found this review funny,"Posted January 17, 2015.",,221100,7 of 11 people (64%) found this review helpful,True,1
NiceAhTNT,http://steamcommunity.com/id/NiceAhTNT,1 person found this review funny,"Posted August 16, 2014.","Last edited August 16, 2014.",270170,0 of 5 people (0%) found this review helpful,True,0
megamilkfurry,http://steamcommunity.com/id/megamilkfurry,1 person found this review funny,Posted January 22.,,230090,3 of 3 people (100%) found this review helpful,True,1
megamilkfurry,http://steamcommunity.com/id/megamilkfurry,1 person found this review funny,Posted January 22.,,218550,2 of 2 people (100%) found this review helpful,True,1
megamilkfurry,http://steamcommunity.com/id/megamilkfurry,2 people found this review funny,"Posted September 24, 2015.",,275690,3 of 4 people (75%) found this review helpful,True,2
76561198057583546,http://steamcommunity.com/profiles/76561198057583546,3 people found this review funny,"Posted February 5, 2015.",,343270,1 of 3 people (33%) found this review helpful,False,2
76561198065013217,http://steamcommunity.com/profiles/76561198065013217,1 person found this review funny,Posted June 27.,,304930,No ratings yet,True,2
Auditore70,http://steamcommunity.com/id/Auditore70,167 people found this review funny,"Posted April 20, 2015.",,219640,146 of 218 people (67%) found this review helpful,True,0
Auditore70,http://steamcommunity.com/id/Auditore70,3 people found this review funny,"Posted March 24, 2015.",,201230,35 of 53 people (66%) found this review helpful,True,2
Auditore70,http://steamcommunity.com/id/Auditore70,1 person found this review funny,"Posted October 6, 2014.",,317110,38 of 60 people (63%) found this review helpful,True,1
Auditore70,http://steamcommunity.com/id/Auditore70,1 person found this review funny,"Posted February 7, 2014.",,253430,7 of 38 people (18%) found this review helpful,True,2
ThePratama190,http://steamcommunity.com/id/ThePratama190,1 person found this review funny,"Posted April 27, 2015.","Last edited May 10, 2015.",620,2 of 2 people (100%) found this review helpful,True,2
76561197972911511,http://steamcommunity.com/profiles/76561197972911511,1 person found this review funny,"Posted March 23, 2015.",,730,3 of 3 people (100%) found this review helpful,True,1
76561197972911511,http://steamcommunity.com/profiles/76561197972911511,3 people found this review funny,"Posted November 15, 2015.",,377160,3 of 6 people (50%) found this review helpful,True,0
76561198009000573,http://steamcommunity.com/profiles/76561198009000573,1 person found this review funny,Posted June 21.,,381210,4 of 7 people (57%) found this review helpful,False,0
17101710,http://steamcommunity.com/id/17101710,3 people found this review funny,Posted January 28.,,402180,No ratings yet,True,1
17101710,http://steamcommunity.com/id/17101710,1 person found this review funny,"Posted September 12, 2015.",,12200,No ratings yet,True,2
76561198089200630,http://steamcommunity.com/profiles/76561198089200630,1 person found this review funny,"Posted April 12, 2015.","Last edited April 12, 2015.",246620,1 of 1 people (100%) found this review helpful,True,0
YoureAllTrash,http://steamcommunity.com/id/YoureAllTrash,1 person found this review funny,Posted April 13.,,433850,No ratings yet,True,0
commandochou,http://steamcommunity.com/id/commandochou,1 person found this review funny,Posted February 6.,,268500,1 of 4 people (25%) found this review helpful,True,1
Azorex,http://steamcommunity.com/id/Azorex,2 people found this review funny,"Posted January 20, 2015.",,295110,No ratings yet,True,1
76561198081631721,http://steamcommunity.com/profiles/76561198081631721,1 person found this review funny,Posted May 28.,Last edited May 28.,436470,3 of 3 people (100%) found this review helpful,True,2
alyboxie,http://steamcommunity.com/id/alyboxie,5 people found this review funny,Posted July 4.,,338170,18 of 19 people (95%) found this review helpful,True,1
